M,trial,tau_total_ms,rp_ms,lww_ms,vc_ms,merge_thr_ops_s,rp_tau
5,0,2.095499999995809,0.1988999997593055,0.041199999941454735,0.04620000026989146,25138.2604627986,28
5,1,2.2515000000566943,0.20420000009835348,0.046099999963189475,0.05329999976311228,24485.798225228875,20
5,2,2.2115000001576846,0.17309999975623214,0.040100000205711694,0.052800000048591755,28885.037591226133,23
5,3,1.7745000000104483,0.1554000000396627,0.029599999834317714,0.051199999688833486,32175.03216682015,14
5,4,1.8087000003106368,0.15519999988100608,0.02879999965443858,0.045900000259280205,32216.494870061644,17
5,5,1.8242000001009728,0.15959999973347294,0.033799999982875306,0.04510000007940107,31328.320854322337,15
5,6,1.7437000001336855,0.14929999997548293,0.028100000236008782,0.041900000269379234,33489.61822385176,10
5,7,1.7661000001680804,0.1519000002190296,0.02809999978126143,0.04260000014255638,32916.39231593374,10
5,8,1.776600000084727,0.1563999999234511,0.027200000204175012,0.039200000173877925,31969.309478562758,17
5,9,2.136300000074698,0.18170000021200394,0.04019999960291898,0.058399999943503644,27517.886594199776,17
5,10,1.8927999999505118,0.1640999998926418,0.02880000010918593,0.046999999995023245,30469.226101591237,17
5,11,1.8003000000135216,0.1764999997249106,0.029599999834317714,0.0442000000475673,28328.61194216941,16
8,0,4.232699999647593,0.38159999985509785,0.03310000010969816,0.058399999943503644,20964.360594962738,48
8,1,4.306799999994837,0.40029999991020304,0.04310000031182426,0.07499999992433004,19985.011246051945,70
8,2,4.130499999973836,0.3652000000329281,0.04059999992023222,0.059299999975337414,21905.80503636003,67
8,3,4.232100000081118,0.40549999994254904,0.040299999909620965,0.06960000018807477,19728.729965803785,62
8,4,4.702799999904528,0.39830000014262623,0.05499999997482519,0.0774000000092201,20085.36278467311,54
8,5,4.3450000002849265,0.39339999966614414,0.06249999978535925,0.06709999979648273,20335.53636702882,78
8,6,4.11309999981313,0.3698999998960062,0.03459999970800709,0.05539999983739108,21627.46688902169,47
8,7,4.385000000183936,0.43890000006285845,0.04360000002634479,0.0652999997328152,18227.38664582879,53
8,8,3.8984999996500846,0.34219999997731065,0.038300000142044155,0.06030000031387317,23378.14143930577,65
8,9,4.332900000008522,0.39409999999406864,0.03700000024764449,0.06440000015572878,20299.41639208425,74
8,10,4.108399999950052,0.3754999997909181,0.037199999951553764,0.056800000038492726,21304.92677617703,64
8,11,3.357600000072125,0.2567999999882886,0.026400000024295878,0.04060000037497957,31152.6479764986,67
10,0,4.446700000244164,0.40149999995264807,0.031800000215298496,0.05139999984749011,24906.600252003424,99
10,1,4.150100000060775,0.3976000002694491,0.0266000001829525,0.05579999969995697,25150.905415551086,80
10,2,4.222200000185694,0.39199999991978984,0.026300000172341242,0.04709999984697788,25510.204086852493,79
10,3,4.997600000024249,0.4190000004200556,0.03240000023652101,0.051900000016757986,23866.348424760876,90
10,4,4.359399999884772,0.4069999999956053,0.024699999812582973,0.06209999992279336,24570.024570289872,88
10,5,4.489700000249286,0.41909999981726287,0.02409999979136046,0.04779999972015503,23860.65379231741,100
10,6,4.136300000027404,0.38369999992937665,0.02499999982319423,0.05049999981565634,26062.02763054623,76
10,7,4.293799999686598,0.3996000000370259,0.02499999982319423,0.0442000000475673,25025.02502270627,75
10,8,4.555399999844667,0.4217999999127642,0.025299999833805487,0.05529999998543644,23707.91844966377,95
10,9,4.2296000001442735,0.41490000012345263,0.027100000352220377,0.047199999698932515,24102.193292418706,81
10,10,4.527500000222062,0.4125999998905172,0.027799999770650174,0.044499999603431206,24236.54872189405,97
10,11,4.115700000056677,0.38330000006681075,0.026599999728205148,0.05049999981565634,26089.225145465585,78
