strategy,metric,n,mean,std,ci95_low,ci95_high,conflict,minority_frac
crdt_lww,tau_causal,15,16.2,14.107748630755067,8.387389215250804,24.012610784749192,high,
crdt_lww,tau_contested,15,711.6,112.22159201457495,649.453753777305,773.746246222695,high,
crdt_lww,tauhat,15,0.3151313654280691,0.05119881039847325,0.2867784092793152,0.34348432157682296,high,
crdt_lww,info_retention,15,0.684868634571931,0.05119881039847325,0.6565156784231772,0.7132215907206849,high,
crdt_pure,tau_causal,15,0.0,0.0,,,high,
crdt_pure,tau_contested,15,627.2,66.09862760624135,590.5958001088936,663.8041998911065,high,
crdt_pure,tauhat,15,0.2714623310924985,0.026686836625542686,0.2566836535665157,0.28624100861848134,high,
crdt_pure,info_retention,15,0.7285376689075016,0.026686836625542686,0.7137589913815188,0.7433163464334844,high,
leader,tau_causal,15,2.7333333333333334,4.043807729403186,0.4939472551525088,4.9727194115141575,high,
leader,tau_contested,15,119.26666666666667,75.42495481950128,77.49771891426273,161.0356144190706,high,
leader,tauhat,15,0.05294758368507923,0.03271526842583562,0.03483047190351153,0.07106469546664693,high,
leader,info_retention,15,0.9470524163149207,0.032715268425835616,0.9289353045333529,0.9651695280964884,high,
lww,tau_causal,15,16.2,14.107748630755067,8.387389215250804,24.012610784749192,high,
lww,tau_contested,15,711.6,112.22159201457495,649.453753777305,773.746246222695,high,
lww,tauhat,15,0.3151313654280691,0.05119881039847325,0.2867784092793152,0.34348432157682296,high,
lww,info_retention,15,0.684868634571931,0.05119881039847325,0.6565156784231772,0.7132215907206849,high,
ranked_pairs,tau_causal,15,0.0,0.0,,,high,
ranked_pairs,tau_contested,15,522.5333333333333,61.69031721506413,488.3703743663494,556.6962923003173,high,
ranked_pairs,tauhat,15,0.2259492644947752,0.02315317134249665,0.21312746557661189,0.23877106341293852,high,
ranked_pairs,info_retention,15,0.7740507355052247,0.023153171342496635,0.7612289365870615,0.786872534423388,high,
vc,tau_causal,15,0.0,0.0,,,high,
vc,tau_contested,15,831.8666666666667,95.79432332321358,778.8175386235741,884.9157947097592,high,
vc,tauhat,15,0.3603213792289207,0.04189349505222992,0.33712153495735664,0.3835212235004848,high,
