strategy,metric,n,mean,std,ci95_low,ci95_high,conflict,minority_frac
crdt_lww,tau_causal,15,18.666666666666668,15.522640914238174,10.070514652021961,27.262818681311373,high,
crdt_lww,tau_contested,15,901.2666666666667,114.56156589778432,837.8245860997065,964.7087472336268,high,
crdt_lww,tauhat,15,0.3333091787439614,0.044063620533319275,0.3089075590380905,0.3577107984498323,high,
crdt_lww,info_retention,15,0.6666908212560386,0.044063620533319275,0.6422892015501677,0.6910924409619096,high,
crdt_pure,tau_causal,15,0.0,0.0,,,high,
crdt_pure,tau_contested,15,823.5333333333333,82.28076208643068,777.9677660639776,869.098900602689,high,
crdt_pure,tauhat,15,0.2983816425120773,0.029811870321170542,0.28187237900868756,0.3148909060154671,high,
crdt_pure,info_retention,15,0.7016183574879228,0.02981187032117051,0.685109093984533,0.7181276209913126,high,
leader,tau_causal,15,0.0,0.0,,,high,
leader,tau_contested,15,145.4,90.64278396935016,95.20369936172197,195.59630063827802,high,
leader,tauhat,15,0.05268115942028985,0.03284158839469209,0.03449409397163839,0.07086822486894132,high,
leader,info_retention,15,0.9473188405797102,0.032841588394692076,0.9291317751310587,0.9655059060283616,high,
lww,tau_causal,15,18.666666666666668,15.522640914238174,10.070514652021961,27.262818681311373,high,
lww,tau_contested,15,901.2666666666667,114.56156589778432,837.8245860997065,964.7087472336268,high,
lww,tauhat,15,0.3333091787439614,0.044063620533319275,0.3089075590380905,0.3577107984498323,high,
lww,info_retention,15,0.6666908212560386,0.044063620533319275,0.6422892015501677,0.6910924409619096,high,
ranked_pairs,tau_causal,15,0.0,0.0,,,high,
ranked_pairs,tau_contested,15,669.5333333333333,55.58888206758442,638.7492365280788,700.3174301385878,high,
ranked_pairs,tauhat,15,0.24258454106280194,0.020140899299849427,0.23143088280002855,0.25373819932557534,high,
ranked_pairs,info_retention,15,0.7574154589371982,0.020140899299849413,0.7462618006744248,0.7685691171999716,high,
vc,tau_causal,15,0.0,0.0,,,high,
vc,tau_contested,15,975.6666666666666,98.11630610560879,921.3316674188521,1030.0016659144812,high,
vc,tauhat,15,0.3535024154589371,0.03554938627014811,0.33381582152856953,0.3731890093893047,high,
vc,info_retention,15,0.6464975845410628,0.0355493862701481,0.6268109906106952,0.6661841784714303,high,
crdt_lww,tau_causal,15,65.33333333333333,35.830287799702695,45.49118132090109,85.17548534576557,low,
crdt_lww,tau_contested,15,750.1333333333333,181.0058667820571,649.8956253944806,850.3710412721861,low,
crdt_lww,tauhat,15,0.29545893719806765,0.07651190935881816,0.2530880540852699,0.3378298203108654,low,
crdt_lww,info_retention,15,0.7045410628019325,0.07651190935881817,0.6621701796891347,0.7469119459147303,low,
crdt_pure,tau_causal,15,0.0,0.0,,,low,
crdt_pure,tau_contested,15,580.2666666666667,75.1925781545214,538.626404822019,621.9069285113143,low,
crdt_pure,tauhat,15,0.21024154589371982,0.027243687737145434,0.19515449450073152,0.22532859728670812,low,
crdt_pure,info_retention,15,0.7897584541062802,0.027243687737145434,0.7746714027132919,0.8048455054992685,low,
leader,tau_causal,15,0.0,0.0,,,low,
leader,tau_contested,15,291.53333333333336,80.66320338885868,246.86354021309072,336.203126453576,low,
