M,trial,tau_total_ms,rp_ms,lww_ms,vc_ms,merge_thr_ops_s,rp_tau
5,0,0.45929999760119244,0.036299999919719994,0.013299999409355223,0.014900000678608194,137741.04713657993,32
5,1,0.4085000000486616,0.03599999763537198,0.008799997885944322,0.013500000932253897,138888.89801168276,25
5,2,0.41930000224965625,0.03780000042752363,0.00960000033956021,0.014299999747890979,132275.13077908085,29
5,3,0.4442999997991137,0.03849999848171137,0.0092999980552122,0.016600002709310502,129870.13499169737,24
5,4,0.419699998019496,0.037500001781154424,0.008500002877553925,0.012200001947348937,133333.32700034013,28
5,5,0.42949999988195486,0.037500001781154424,0.008300001354655251,0.011899999663000926,133333.32700034013,22
5,6,0.3997999992861878,0.03470000228844583,0.007799997547408566,0.011000000085914508,144092.2095173713,24
5,7,0.419699998019496,0.03460000152699649,0.008000002708286047,0.010900002962443978,144508.6641426525,30
5,8,0.3845000028377399,0.03360000118846074,0.00799999907030724,0.01049999991664663,148809.51854600385,26
5,9,0.4406000007293187,0.03769999966607429,0.008899998647393659,0.01179999890155159,132625.9958696878,28
5,10,0.4406000007293187,0.038300000596791506,0.008000002708286047,0.012300002708798274,130548.30083785595,32
5,11,0.4426000014063902,0.03640000068116933,0.00790000194683671,0.011299998732283711,137362.63479210951,34
8,0,0.9667000012996141,0.08309999975608662,0.008699997124494985,0.015100002201506868,96269.55503587764,62
8,1,0.9325999999418855,0.08679999882588163,0.009999999747378752,0.020399998902576044,92165.89986421286,76
8,2,0.9535999997751787,0.08370000068680383,0.008799997885944322,0.014400000509340316,95579.44963387895,88
8,3,0.9184000009554438,0.0810999990790151,0.00839999847812578,0.015699999494245276,98643.65093525664,81
8,4,0.9177000029012561,0.08750000051804818,0.008799997885944322,0.016500001947861165,91428.57088726395,67
8,5,0.9683999996923376,0.08730000263312832,0.009300001693191007,0.01639999754843302,91638.0270183885,82
8,6,0.9506999995210208,0.08180000077118166,0.008899998647393659,0.013599998055724427,97799.51008042558,64
8,7,0.9261999985028524,0.08380000144825317,0.008900002285372466,0.014099998224992305,95465.39214489193,74
8,8,0.9535999997751787,0.0866999980644323,0.008899998647393659,0.014299999747890979,92272.20505881315,68
8,9,0.9332000008726027,0.08250000246334821,0.008600000001024455,0.015199999324977398,96969.69407430154,90
8,10,0.9408000005350914,0.08460000026389025,0.009199997293762863,0.013600001693703234,94562.64745917068,84
8,11,0.9404000011272728,0.08430000161752105,0.009499999578110874,0.015299996448447928,94899.16781137127,76
