minority_frac,trial,strategy,ops_retained,info_retention,tauhat
0.1,0,leader,1.0,0.6626811594202899,0.3373188405797101
0.1,0,lww,1.0,0.5989130434782608,0.40108695652173915
0.1,0,ranked_pairs,1.0,0.7518115942028986,0.24818840579710144
0.1,1,leader,0.9166666666666666,0.6989130434782609,0.3010869565217391
0.1,1,lww,1.0,0.6778985507246377,0.32210144927536233
0.1,1,ranked_pairs,1.0,0.7416666666666667,0.25833333333333336
0.1,2,leader,0.8333333333333334,0.768840579710145,0.23115942028985506
0.1,2,lww,1.0,0.636231884057971,0.36376811594202896
0.1,2,ranked_pairs,1.0,0.7536231884057971,0.2463768115942029
0.1,3,leader,0.875,0.7050724637681159,0.29492753623188406
0.1,3,lww,1.0,0.6173913043478261,0.3826086956521739
0.1,3,ranked_pairs,1.0,0.7702898550724637,0.22971014492753622
0.1,4,leader,0.9583333333333334,0.7315217391304347,0.2684782608695652
0.1,4,lww,1.0,0.6735507246376812,0.3264492753623188
0.1,4,ranked_pairs,1.0,0.7713768115942029,0.2286231884057971
0.1,5,leader,0.875,0.7847826086956522,0.21521739130434783
0.1,5,lww,1.0,0.6518115942028986,0.3481884057971015
0.1,5,ranked_pairs,1.0,0.7619565217391304,0.23804347826086958
0.1,6,leader,0.9166666666666666,0.6916666666666667,0.30833333333333335
0.1,6,lww,1.0,0.538768115942029,0.461231884057971
0.1,6,ranked_pairs,1.0,0.7083333333333333,0.2916666666666667
0.1,7,leader,0.875,0.7648550724637682,0.2351449275362319
0.1,7,lww,1.0,0.6822463768115943,0.3177536231884058
0.1,7,ranked_pairs,1.0,0.747463768115942,0.252536231884058
0.1,8,leader,0.75,0.8405797101449275,0.15942028985507245
0.1,8,lww,1.0,0.6539855072463768,0.34601449275362317
0.1,8,ranked_pairs,1.0,0.7423913043478261,0.2576086956521739
0.1,9,leader,0.9583333333333334,0.7072463768115942,0.2927536231884058
0.1,9,lww,1.0,0.7039855072463768,0.2960144927536232
0.1,9,ranked_pairs,1.0,0.7728260869565218,0.22717391304347825
0.1,10,leader,0.9166666666666666,0.7289855072463768,0.2710144927536232
0.1,10,lww,1.0,0.6032608695652174,0.3967391304347826
0.1,10,ranked_pairs,1.0,0.7344202898550725,0.26557971014492754
0.1,11,leader,0.7916666666666666,0.788768115942029,0.21123188405797103
0.1,11,lww,1.0,0.7166666666666667,0.2833333333333333
0.1,11,ranked_pairs,1.0,0.7557971014492754,0.24420289855072463
0.1,12,leader,0.875,0.7206521739130435,0.2793478260869565
0.1,12,lww,1.0,0.6474637681159421,0.35253623188405797
0.1,12,ranked_pairs,1.0,0.7721014492753623,0.2278985507246377
0.1,13,leader,0.9583333333333334,0.7528985507246377,0.24710144927536232
0.1,13,lww,1.0,0.6873188405797102,0.31268115942028984
0.1,13,ranked_pairs,1.0,0.775,0.225
0.1,14,leader,1.0,0.7148550724637681,0.2851449275362319
0.1,14,lww,1.0,0.6590579710144928,0.34094202898550724
0.1,14,ranked_pairs,1.0,0.7713768115942029,0.2286231884057971
0.2,0,leader,0.7083333333333334,0.8344202898550724,0.16557971014492753
0.2,0,lww,1.0,0.6351449275362319,0.36485507246376814
0.2,0,ranked_pairs,1.0,0.7655797101449275,0.23442028985507246
0.2,1,leader,0.7916666666666666,0.7989130434782609,0.20108695652173914
0.2,1,lww,1.0,0.6351449275362319,0.36485507246376814
0.2,1,ranked_pairs,1.0,0.7402173913043478,0.2597826086956522
0.2,2,leader,0.7083333333333334,0.8460144927536232,0.1539855072463768
0.2,2,lww,1.0,0.6579710144927536,0.34202898550724636
0.2,2,ranked_pairs,1.0,0.7420289855072464,0.2579710144927536
0.2,3,leader,0.7916666666666666,0.7492753623188406,0.25072463768115943
0.2,3,lww,1.0,0.6735507246376812,0.3264492753623188
0.2,3,ranked_pairs,1.0,0.743840579710145,0.25615942028985506
0.2,4,leader,0.8333333333333334,0.7909420289855073,0.20905797101449275
0.2,4,lww,1.0,0.6518115942028986,0.3481884057971015
0.2,4,ranked_pairs,1.0,0.7742753623188405,0.2257246376811594
0.2,5,leader,0.875,0.7673913043478261,0.2326086956521739
0.2,5,lww,1.0,0.5677536231884057,0.4322463768115942
0.2,5,ranked_pairs,1.0,0.7452898550724638,0.25471014492753624
0.2,6,leader,0.7916666666666666,0.8253623188405796,0.1746376811594203
0.2,6,lww,1.0,0.6297101449275362,0.37028985507246376
0.2,6,ranked_pairs,1.0,0.7514492753623189,0.24855072463768116
0.2,7,leader,0.7916666666666666,0.7945652173913044,0.20543478260869566
0.2,7,lww,1.0,0.6003623188405798,0.3996376811594203
0.2,7,ranked_pairs,1.0,0.7271739130434782,0.2728260869565217
0.2,8,leader,0.875,0.7641304347826087,0.2358695652173913
0.2,8,lww,1.0,0.6641304347826087,0.3358695652173913
0.2,8,ranked_pairs,1.0,0.7365942028985507,0.2634057971014493
0.2,9,leader,0.7083333333333334,0.8753623188405797,0.1246376811594203
0.2,9,lww,1.0,0.7242753623188406,0.2757246376811594
0.2,9,ranked_pairs,1.0,0.7619565217391304,0.23804347826086958
0.2,10,leader,0.75,0.8311594202898551,0.16884057971014493
0.2,10,lww,1.0,0.6902173913043479,0.30978260869565216
0.2,10,ranked_pairs,1.0,0.7365942028985507,0.2634057971014493
0.2,11,leader,0.8333333333333334,0.782608695652174,0.21739130434782608
0.2,11,lww,1.0,0.7155797101449275,0.28442028985507245
0.2,11,ranked_pairs,1.0,0.7757246376811594,0.22427536231884057
0.2,12,leader,0.75,0.8239130434782609,0.17608695652173914
0.2,12,lww,1.0,0.6818840579710145,0.3181159420289855
0.2,12,ranked_pairs,1.0,0.7427536231884058,0.2572463768115942
0.2,13,leader,0.8333333333333334,0.8221014492753623,0.17789855072463767
0.2,13,lww,1.0,0.6681159420289855,0.3318840579710145
0.2,13,ranked_pairs,1.0,0.7797101449275362,0.22028985507246376
0.2,14,leader,0.8333333333333334,0.8018115942028985,0.19818840579710145
0.2,14,lww,1.0,0.7144927536231884,0.2855072463768116
0.2,14,ranked_pairs,1.0,0.7956521739130434,0.20434782608695654
0.3,0,leader,0.5416666666666666,0.9134057971014493,0.08659420289855073
0.3,0,lww,1.0,0.6934782608695652,0.3065217391304348
0.3,0,ranked_pairs,1.0,0.7550724637681159,0.24492753623188407
0.3,1,leader,0.5416666666666666,0.8974637681159421,0.10253623188405797
0.3,1,lww,1.0,0.6485507246376812,0.35144927536231885
0.3,1,ranked_pairs,1.0,0.7268115942028985,0.27318840579710146
0.3,2,leader,0.7083333333333334,0.8655797101449275,0.13442028985507246
0.3,2,lww,1.0,0.7188405797101449,0.2811594202898551
0.3,2,ranked_pairs,1.0,0.7681159420289855,0.2318840579710145
0.3,3,leader,0.625,0.8815217391304347,0.11847826086956521
0.3,3,lww,1.0,0.6467391304347826,0.3532608695652174
0.3,3,ranked_pairs,1.0,0.7923913043478261,0.2076086956521739
0.3,4,leader,0.75,0.8572463768115942,0.1427536231884058
0.3,4,lww,1.0,0.7221014492753624,0.2778985507246377
0.3,4,ranked_pairs,1.0,0.7902173913043478,0.20978260869565218
0.3,5,leader,0.625,0.8626811594202899,0.13731884057971014
0.3,5,lww,1.0,0.6916666666666667,0.30833333333333335
0.3,5,ranked_pairs,1.0,0.7590579710144928,0.24094202898550723
0.3,6,leader,0.5833333333333334,0.8898550724637682,0.11014492753623188
0.3,6,lww,1.0,0.6351449275362319,0.36485507246376814
0.3,6,ranked_pairs,1.0,0.7177536231884059,0.2822463768115942
0.3,7,leader,0.625,0.856159420289855,0.14384057971014494
0.3,7,lww,1.0,0.6634057971014493,0.33659420289855074
0.3,7,ranked_pairs,1.0,0.7641304347826087,0.2358695652173913
0.3,8,leader,0.875,0.7326086956521739,0.2673913043478261
0.3,8,lww,1.0,0.6340579710144927,0.36594202898550726
0.3,8,ranked_pairs,1.0,0.7449275362318841,0.25507246376811593
0.3,9,leader,0.6666666666666666,0.8775362318840579,0.12246376811594203
0.3,9,lww,1.0,0.682608695652174,0.3173913043478261
0.3,9,ranked_pairs,1.0,0.782608695652174,0.21739130434782608
0.3,10,leader,0.7916666666666666,0.8409420289855072,0.15905797101449276
0.3,10,lww,1.0,0.6706521739130435,0.3293478260869565
0.3,10,ranked_pairs,1.0,0.7590579710144928,0.24094202898550723
0.3,11,leader,0.875,0.7920289855072464,0.20797101449275363
0.3,11,lww,1.0,0.6619565217391304,0.33804347826086956
0.3,11,ranked_pairs,1.0,0.7829710144927536,0.21702898550724636
0.3,12,leader,0.7083333333333334,0.8130434782608695,0.18695652173913044
0.3,12,lww,1.0,0.6717391304347826,0.3282608695652174
