minority_frac,trial,strategy,ops_retained,info_retention,tauhat
0.1,0,leader,1.0,0.6641188959660298,0.33588110403397026
0.1,0,lww,1.0,0.5936305732484076,0.4063694267515924
0.1,0,ranked_pairs,1.0,0.7358811040339703,0.2641188959660297
0.1,1,leader,0.9166666666666666,0.6836108676599475,0.31638913234005256
0.1,1,lww,1.0,0.703330411919369,0.29666958808063104
0.1,1,ranked_pairs,1.0,0.7843996494303243,0.21560035056967572
0.1,2,leader,0.8333333333333334,0.787569573283859,0.212430426716141
0.1,2,lww,1.0,0.6799628942486085,0.3200371057513915
0.1,2,ranked_pairs,1.0,0.7764378478664193,0.22356215213358072
0.1,3,leader,0.875,0.7187769164513351,0.28122308354866493
0.1,3,lww,1.0,0.6455641688199828,0.3544358311800172
0.1,3,ranked_pairs,1.0,0.7872523686477175,0.2127476313522825
0.1,4,leader,0.9583333333333334,0.717745486569793,0.28225451343020697
0.1,4,lww,1.0,0.7076177895200353,0.29238221047996477
0.1,4,ranked_pairs,1.0,0.790400704535447,0.20959929546455305
0.1,5,leader,0.875,0.7987132352941176,0.20128676470588236
0.1,5,lww,1.0,0.6957720588235294,0.30422794117647056
0.1,5,ranked_pairs,1.0,0.7941176470588236,0.20588235294117646
0.1,6,leader,0.9166666666666666,0.7216358839050132,0.2783641160949868
0.1,6,lww,1.0,0.56948109058927,0.43051890941073
0.1,6,ranked_pairs,1.0,0.7005277044854881,0.2994722955145119
0.1,7,leader,0.875,0.7701732150401353,0.2298267849598648
0.1,7,lww,1.0,0.7008871989860583,0.2991128010139417
0.1,7,ranked_pairs,1.0,0.7663709336713139,0.2336290663286861
0.1,8,leader,0.75,0.8545706371191135,0.14542936288088643
0.1,8,lww,1.0,0.7022160664819945,0.29778393351800553
0.1,8,ranked_pairs,1.0,0.7760849492151431,0.22391505078485688
0.1,9,leader,0.9583333333333334,0.7207410754631722,0.2792589245368278
0.1,9,lww,1.0,0.746046091278807,0.25395390872119294
0.1,9,ranked_pairs,1.0,0.7962042476276547,0.20379575237234523
0.1,10,leader,0.9166666666666666,0.7349693251533742,0.2650306748466258
0.1,10,lww,1.0,0.5881390593047034,0.41186094069529655
0.1,10,ranked_pairs,1.0,0.7775051124744377,0.22249488752556237
0.1,11,leader,0.7916666666666666,0.783122706889523,0.21687729311047696
0.1,11,lww,1.0,0.7501019160211986,0.24989808397880148
0.1,11,ranked_pairs,1.0,0.7774154097024052,0.22258459029759478
0.1,12,leader,0.875,0.738021978021978,0.261978021978022
0.1,12,lww,1.0,0.6584615384615384,0.3415384615384615
0.1,12,ranked_pairs,1.0,0.792967032967033,0.20703296703296703
0.1,13,leader,0.9583333333333334,0.743127147766323,0.25687285223367695
0.1,13,lww,1.0,0.7083333333333333,0.2916666666666667
0.1,13,ranked_pairs,1.0,0.79553264604811,0.20446735395189003
0.1,14,leader,1.0,0.7086474501108647,0.2913525498891353
0.1,14,lww,1.0,0.6767184035476719,0.3232815964523282
0.1,14,ranked_pairs,1.0,0.7707317073170732,0.22926829268292684
0.2,0,leader,0.7083333333333334,0.8271767810026385,0.17282321899736147
0.2,0,lww,1.0,0.6649076517150396,0.33509234828496043
0.2,0,ranked_pairs,1.0,0.7919964819700968,0.20800351802990324
0.2,1,leader,0.7916666666666666,0.7833264548080892,0.21667354519191084
0.2,1,lww,1.0,0.6446553858852662,0.3553446141147338
0.2,1,ranked_pairs,1.0,0.7325629385059843,0.2674370614940157
0.2,2,leader,0.7083333333333334,0.8461538461538461,0.15384615384615385
0.2,2,lww,1.0,0.6863196683555965,0.3136803316444035
0.2,2,ranked_pairs,1.0,0.776600644864118,0.22339935513588208
0.2,3,leader,0.7916666666666666,0.7425786442179885,0.25742135578201153
0.2,3,lww,1.0,0.7018165706690297,0.2981834293309703
0.2,3,ranked_pairs,1.0,0.7842268498006203,0.2157731501993797
0.2,4,leader,0.8333333333333334,0.7513181019332161,0.24868189806678384
0.2,4,lww,1.0,0.6867311072056239,0.3132688927943761
0.2,4,ranked_pairs,1.0,0.7939367311072056,0.2060632688927944
0.2,5,leader,0.875,0.7526291723822588,0.2473708276177412
0.2,5,lww,1.0,0.6168267032464563,0.38317329675354367
0.2,5,ranked_pairs,1.0,0.7741197988111568,0.22588020118884317
0.2,6,leader,0.7916666666666666,0.8542600896860987,0.14573991031390135
0.2,6,lww,1.0,0.6573991031390134,0.34260089686098655
0.2,6,ranked_pairs,1.0,0.7681614349775785,0.23183856502242153
0.2,7,leader,0.7916666666666666,0.7898779936737461,0.21012200632625394
0.2,7,lww,1.0,0.6231360144600091,0.37686398553999095
0.2,7,ranked_pairs,1.0,0.7537279710799819,0.24627202892001807
0.2,8,leader,0.875,0.7675474814203138,0.2324525185796862
0.2,8,lww,1.0,0.685383980181668,0.314616019818332
0.2,8,ranked_pairs,1.0,0.7547481420313791,0.24525185796862098
0.2,9,leader,0.7083333333333334,0.8610859728506788,0.13891402714932127
0.2,9,lww,1.0,0.7054298642533936,0.29457013574660634
0.2,9,ranked_pairs,1.0,0.7606334841628959,0.23936651583710408
0.2,10,leader,0.75,0.844106463878327,0.155893536121673
0.2,10,lww,1.0,0.7211660329531052,0.2788339670468948
0.2,10,ranked_pairs,1.0,0.7760878749471906,0.22391212505280947
0.2,11,leader,0.8333333333333334,0.7880824372759857,0.21191756272401432
0.2,11,lww,1.0,0.7302867383512545,0.26971326164874554
0.2,11,ranked_pairs,1.0,0.8019713261648745,0.19802867383512546
0.2,12,leader,0.75,0.83719829626124,0.16280170373876005
0.2,12,lww,1.0,0.6658778987221959,0.33412210127780406
0.2,12,ranked_pairs,1.0,0.7529578797917653,0.24704212020823474
0.2,13,leader,0.8333333333333334,0.7754749568221071,0.22452504317789293
0.2,13,lww,1.0,0.6420552677029361,0.3579447322970639
0.2,13,ranked_pairs,1.0,0.7616580310880829,0.23834196891191708
0.2,14,leader,0.8333333333333334,0.7742077464788732,0.22579225352112675
0.2,14,lww,1.0,0.738556338028169,0.261443661971831
