noncomm,trial,strategy,semantic_validity,auto_coverage,info_retention
0.0,0,crdt_pure,1.0,1.0,0.7244943820224719
0.0,0,crdt_lww,1.0,1.0,0.6889887640449438
0.0,0,lww,1.0,1.0,0.6889887640449438
0.0,0,ranked_pairs,1.0,1.0,0.8053932584269663
0.0,0,vc,1.0,1.0,0.6251685393258427
0.0,1,crdt_pure,1.0,1.0,0.6970626918018412
0.0,1,crdt_lww,1.0,1.0,0.6519070583077597
0.0,1,lww,1.0,1.0,0.6519070583077597
0.0,1,ranked_pairs,1.0,1.0,0.7400263042525208
0.0,1,vc,1.0,1.0,0.5668566418237615
0.0,2,crdt_pure,1.0,1.0,0.7143495753240947
0.0,2,crdt_lww,1.0,1.0,0.6106392489941886
0.0,2,lww,1.0,1.0,0.6106392489941886
0.0,2,ranked_pairs,1.0,1.0,0.7966025927581583
0.0,2,vc,1.0,1.0,0.6642825212337953
0.0,3,crdt_pure,1.0,1.0,0.7171667486473192
0.0,3,crdt_lww,1.0,1.0,0.6360059026069848
0.0,3,lww,1.0,1.0,0.6360059026069848
0.0,3,ranked_pairs,1.0,1.0,0.7471716674864732
0.0,3,vc,1.0,1.0,0.6212493851451057
0.0,4,crdt_pure,1.0,1.0,0.7376906318082789
0.0,4,crdt_lww,1.0,1.0,0.6941176470588235
0.0,4,lww,1.0,1.0,0.6941176470588235
0.0,4,ranked_pairs,1.0,1.0,0.7729847494553377
0.0,4,vc,1.0,1.0,0.6052287581699347
0.0,5,crdt_pure,1.0,1.0,0.7435897435897436
0.0,5,crdt_lww,1.0,1.0,0.6641025641025642
0.0,5,lww,1.0,1.0,0.6641025641025642
0.0,5,ranked_pairs,1.0,1.0,0.7816239316239316
0.0,5,vc,1.0,1.0,0.5837606837606837
0.0,6,crdt_pure,1.0,1.0,0.6827615417196103
0.0,6,crdt_lww,1.0,1.0,0.6306649724692927
0.0,6,lww,1.0,1.0,0.6306649724692927
0.0,6,ranked_pairs,1.0,1.0,0.7450232952138924
0.0,6,vc,1.0,1.0,0.6209233375688268
0.0,7,crdt_pure,1.0,1.0,0.6608375517717442
0.0,7,crdt_lww,1.0,1.0,0.621260929590428
0.0,7,lww,1.0,1.0,0.621260929590428
0.0,7,ranked_pairs,1.0,1.0,0.7156005522319374
0.0,7,vc,1.0,1.0,0.6203405430280717
0.0,8,crdt_pure,1.0,1.0,0.7282261741906064
0.0,8,crdt_lww,1.0,1.0,0.7017783857729138
0.0,8,lww,1.0,1.0,0.7017783857729138
0.0,8,ranked_pairs,1.0,1.0,0.7551299589603283
0.0,8,vc,1.0,1.0,0.5932512539899681
0.0,9,crdt_pure,1.0,1.0,0.6831806827643631
0.0,9,crdt_lww,1.0,1.0,0.6107410491257286
0.0,9,lww,1.0,1.0,0.6107410491257286
0.0,9,ranked_pairs,1.0,1.0,0.7518734388009991
0.0,9,vc,1.0,1.0,0.6444629475437136
0.0,10,crdt_pure,1.0,1.0,0.6988973706530959
0.0,10,crdt_lww,1.0,1.0,0.6526717557251909
0.0,10,lww,1.0,1.0,0.6526717557251909
0.0,10,ranked_pairs,1.0,1.0,0.7599660729431722
0.0,10,vc,1.0,1.0,0.6620016963528415
0.0,11,crdt_pure,1.0,1.0,0.7493273542600897
0.0,11,crdt_lww,1.0,1.0,0.7121076233183856
0.0,11,lww,1.0,1.0,0.7121076233183856
0.0,11,ranked_pairs,1.0,1.0,0.7663677130044844
0.0,11,vc,1.0,1.0,0.6139013452914799
0.0,12,crdt_pure,1.0,1.0,0.7177625960717335
0.0,12,crdt_lww,1.0,1.0,0.5841161400512382
0.0,12,lww,1.0,1.0,0.5841161400512382
0.0,12,ranked_pairs,1.0,1.0,0.7762596071733561
0.0,12,vc,1.0,1.0,0.6127241673783091
0.0,13,crdt_pure,1.0,1.0,0.7333333333333334
0.0,13,crdt_lww,1.0,1.0,0.6354166666666667
0.0,13,lww,1.0,1.0,0.6354166666666667
0.0,13,ranked_pairs,1.0,1.0,0.75875
0.0,13,vc,1.0,1.0,0.6241666666666666
0.0,14,crdt_pure,1.0,1.0,0.6872697503069995
0.0,14,crdt_lww,1.0,1.0,0.560785918952108
0.0,14,lww,1.0,1.0,0.560785918952108
0.0,14,ranked_pairs,1.0,1.0,0.7400736799017602
0.0,14,vc,1.0,1.0,0.6717151043798608
0.1,0,crdt_pure,1.0,1.0,0.7223147377185679
0.1,0,crdt_lww,1.0,1.0,0.7014987510407993
0.1,0,lww,1.0,1.0,0.7014987510407993
0.1,0,ranked_pairs,1.0,1.0,0.7781015820149875
0.1,0,vc,1.0,1.0,0.6969192339716903
0.1,1,crdt_pure,1.0,0.9166666666666666,0.6678170836928387
0.1,1,crdt_lww,1.0,1.0,0.6492666091458154
0.1,1,lww,1.0,1.0,0.6492666091458154
0.1,1,ranked_pairs,1.0,1.0,0.7325280414150129
0.1,1,vc,1.0,0.9166666666666666,0.6169111302847282
0.1,2,crdt_pure,1.0,1.0,0.7093596059113301
0.1,2,crdt_lww,1.0,1.0,0.6350201522615315
0.1,2,lww,1.0,1.0,0.6350201522615315
0.1,2,ranked_pairs,1.0,1.0,0.7630989699955217
0.1,2,vc,1.0,1.0,0.6686072548141513
0.1,3,crdt_pure,1.0,1.0,0.7234832851836566
0.1,3,crdt_lww,1.0,1.0,0.6917044985555096
0.1,3,lww,1.0,1.0,0.6917044985555096
0.1,3,ranked_pairs,1.0,1.0,0.7577383408997111
0.1,3,vc,1.0,1.0,0.6504333470903838
0.1,4,crdt_pure,1.0,1.0,0.7313174946004319
0.1,4,crdt_lww,1.0,1.0,0.6565874730021598
0.1,4,lww,1.0,1.0,0.6565874730021598
0.1,4,ranked_pairs,1.0,1.0,0.7572354211663067
0.1,4,vc,1.0,1.0,0.6565874730021598
0.1,5,crdt_pure,1.0,1.0,0.7177074422583405
0.1,5,crdt_lww,1.0,1.0,0.6343028229255774
0.1,5,lww,1.0,1.0,0.6343028229255774
0.1,5,ranked_pairs,1.0,1.0,0.7442258340461934
0.1,5,vc,1.0,1.0,0.683917878528657
0.1,6,crdt_pure,1.0,1.0,0.6573705179282869
0.1,6,crdt_lww,1.0,1.0,0.6450199203187251
0.1,6,lww,1.0,1.0,0.6450199203187251
0.1,6,ranked_pairs,1.0,1.0,0.7262948207171315
0.1,6,vc,1.0,1.0,0.6629482071713148
0.1,7,crdt_pure,1.0,1.0,0.7046632124352332
0.1,7,crdt_lww,1.0,1.0,0.6407599309153713
0.1,7,lww,1.0,1.0,0.6407599309153713
0.1,7,ranked_pairs,1.0,1.0,0.7448186528497409
0.1,7,vc,1.0,1.0,0.6662348877374784
0.1,8,crdt_pure,1.0,1.0,0.733272644515248
0.1,8,crdt_lww,1.0,1.0,0.7273554847519345
0.1,8,lww,1.0,1.0,0.7273554847519345
0.1,8,ranked_pairs,1.0,1.0,0.77787892580792
0.1,8,vc,1.0,1.0,0.6900318616294947
0.1,9,crdt_pure,1.0,1.0,0.7347942754919499
0.1,9,crdt_lww,1.0,1.0,0.6332737030411448
0.1,9,lww,1.0,1.0,0.6332737030411448
0.1,9,ranked_pairs,1.0,1.0,0.7750447227191413
0.1,9,vc,1.0,1.0,0.6574239713774597
0.1,10,crdt_pure,1.0,1.0,0.6751227495908347
0.1,10,crdt_lww,1.0,1.0,0.599836333878887
0.1,10,lww,1.0,1.0,0.599836333878887
0.1,10,ranked_pairs,1.0,1.0,0.7262684124386252
0.1,10,vc,1.0,1.0,0.5233224222585925
0.1,11,crdt_pure,1.0,1.0,0.7142857142857143
0.1,11,crdt_lww,1.0,1.0,0.5946952070730572
0.1,11,lww,1.0,1.0,0.5946952070730572
0.1,11,ranked_pairs,1.0,1.0,0.7552349930200093
0.1,11,vc,1.0,1.0,0.5798045602605864
0.1,12,crdt_pure,1.0,1.0,0.6526175687666371
0.1,12,crdt_lww,1.0,1.0,0.5874001774622892
0.1,12,lww,1.0,1.0,0.5874001774622892
0.1,12,ranked_pairs,1.0,1.0,0.6965394853593612
0.1,12,vc,1.0,1.0,0.6273291925465838
0.1,13,crdt_pure,1.0,1.0,0.7188317349607672
0.1,13,crdt_lww,1.0,1.0,0.6926765475152572
0.1,13,lww,1.0,1.0,0.6926765475152572
